tagId,adId
2,6a0e1526-6e40-4ecc-aaec-711c78b3a42e
3,6a0f3b9c-062b-40e9-acdb-0a928778f391
4,6a0faede-5d22-48f1-acd3-d04880e663be
1,6a106cc3-09fc-40c2-88ee-840a0abe2b48
2,6a10de86-44f0-45d3-a3ee-270e26610fb9
3,6a125326-f790-4b65-b6b6-9c1a1ccbb751
1,6a12b04c-b9e9-41f0-b3f7-26df3c40c270
3,6a12daa0-04f5-41bb-a774-1c182dacca86
3,6a1434e6-f7db-4940-ad9f-18d4b1701081
1,6a14a8b2-d698-49af-8d00-fc4d0996c8b6
4,6a1539e4-ea66-4223-b76a-6993801d80d5
4,6a15afab-7f19-410b-9eac-37c6a224e3bb
3,6a15f36a-161d-4fc8-bd7f-341a6683e944
2,6a1624fc-cc0f-44e7-b825-f4fa8c811d97
2,6a169564-ed9b-4311-8a70-156e900c35d8
1,6a1698e7-ffa9-49aa-91cd-35c668896861
2,6a16dc9e-b534-475d-91bf-58750cc06ee5
4,6a16ee79-0f81-47e3-adc0-328ffcd106e3
4,6a19a177-231d-427d-a3fd-2c1177e09dad
3,6a19cb44-f71b-494b-85f0-a8f6de7a28ce
1,6a19eb41-ddd5-4413-a7a0-3455da5584cd
2,6a1b5494-4251-4e04-aa2c-3270358409d7
3,6a1c20e9-55ca-4c0c-a4ce-3539098b7634
2,6a1c7aa5-8858-4f58-9c37-30fee7e05ba0
2,6a1c83de-38c7-4e35-a4a3-9e88887f5748
3,6a1cdc5f-0fb9-4046-9c32-f86026a97d9f
1,6a1d4121-ec57-4d0b-9436-fb7b59ab2a35
1,6a1d625b-2d58-4e6a-9235-089c411bfdde
3,6a1db6f5-beb5-47b8-a08e-3f964671595b
1,6a1e1161-e262-44d4-bf5a-39424657a8b1
2,6a1ea403-1f9a-47ca-b4bd-86e2b40c3fc0
2,6a1f96f4-913a-4e42-91a1-67c2ee1115c4
3,6a1fdfa1-f431-4693-9b55-86768c7b7b52
3,6a2116ff-fcc3-44de-866f-30848e1587b8
2,6a24a63d-2f8f-4f78-9ace-bdeb8612ad17
1,6a25d5fd-143a-4bcd-8b99-c86a18efd525
1,6a25f780-67de-469c-b96d-e2292e9ac115
4,6a26c8df-18a7-40a2-a451-d7ec718d8f57
4,6a272fb3-b534-4ea2-bb9f-d9fc6c716604
4,6a27a11d-bb54-4c14-8026-edb6f0b26f85
2,6a27e284-ce26-4ad5-8ccd-307b68921c80
3,6a283d12-23f6-487e-8100-1bf0859cd56d
2,6a283e06-84f6-4e2a-8e19-ae38fbc6b871
3,6a28cf47-3584-4055-85f4-6767942015c5
1,6a29192b-edd1-4357-9f38-991bf41401ab
4,6a2958ba-2809-4bee-8520-01ac272f28ee
4,6a298b47-b2be-4597-b048-c602f365920f
1,6a29b822-d932-4a66-b36d-5832d34227cd
3,6a29be21-5126-42d6-b05f-657aec9eb56a
1,6a2a0397-e991-4383-91f0-29703084ce12
3,6a2b3579-dfae-406d-85f9-98dd53453844
2,6a2bb4f0-2459-445a-99e9-7bdfd3b97ac8
2,6a2cbba2-6ea9-4644-a9f7-2f288aa97677
3,6a2d4d72-99a2-4eb0-bd25-90c24558942b
2,6a2ddf2e-01e3-4a99-94e8-d11ccf7c5a8d
4,6a2ea354-bdec-498d-bbde-830464137ae2
2,6a2f0455-b160-45c6-aa09-ddaefde22933
1,6a30ba06-bea5-4ef4-a4a7-10748bfd20a3
4,6a3140eb-1ef0-44c9-8706-e9658f955d2a
4,6a3164dc-e853-4d8a-b00b-e0a27712d830
2,6a320438-b6bf-413d-bda8-fed9ce160488
2,6a325e93-3cd7-42a7-ba59-6b0b1d6b2752
2,6a3352fe-bb67-4653-b397-a6e04797575e
2,6a348e10-7c76-4bda-8e49-e4eac8dbd299
4,6a35f146-e808-4db8-92a7-f3718721b4c8
3,6a362234-c284-4cc5-a61f-103dffc8d467
3,6a362ec9-7f63-4186-b520-a87bb270f440
3,6a36415b-805d-4749-93f0-3a1c0e4670c1
4,6a36531f-258e-4865-be4e-c9d3cdb29892
2,6a36871b-bb2b-4297-9d05-6378fb723f2f
4,6a3740eb-13e9-4169-a8c9-2103f0f2b5d0
2,6a374ebe-1340-4fed-b158-cb673dfa3f94
3,6a378aa9-55b7-469a-a65b-7bd7b7458871
4,6a382f80-c9ee-4372-a116-13190c27a06e
1,6a387a1c-d42e-48ca-aaf1-3d2255d3ef3d
2,6a38ae79-3423-4648-90d5-d9f1b3a653a7
3,6a38b496-30d1-4380-98e7-d8e5b18889dc
3,6a391859-6d77-4504-9082-4d67fab8e5de
3,6a3946ab-3157-493f-a520-80e0cdda7bea
4,6a394884-a5a9-4c88-8e47-7ff46ebac10a
4,6a39b218-4c9b-4551-ba3e-bd67aca58944
2,6a3bf118-d237-4f74-98d3-5c2031c31af4
2,6a3c00b8-2bbe-4334-a8d5-89ad2b34f410
2,6a3c73d2-d5d4-46f5-be0f-b19b388ed739
4,6a3c797c-21b1-4610-b28e-42b9b9bc653a
2,6a3c855c-15fc-4e9a-a9f0-39be5dc7f1e9
4,6a3ca338-5d45-4a29-be67-0f93995ac83d
3,6a3dfff5-b126-4bfe-b166-8bfef961a0f7
4,6a3e133d-7f8a-4ba6-9ff8-bee4a69354da
2,6a3e9b8f-ef31-4988-a7f5-9195664deeac
2,6a40019a-3e80-4683-a3ef-029671e46bef
3,6a402532-cc5c-40ee-b63d-6619b32ef0f9
2,6a4029e4-9899-4862-871b-885147dbf1f8
3,6a40a8fe-f9e3-431d-b137-11b4b94df46f
3,6a418d95-6d73-4cbc-abc2-2fb6e00622ba
4,6a4199e1-7f6e-4227-b22f-3fded4541d1e
4,6a41ec3e-5503-436b-b758-536ae0c882ce
4,6a426b43-745d-4a7a-9c84-31a8ef186738
1,6a427f7d-bc6d-4711-b99a-e11b9325a5e2
1,6a429f1a-cea9-45e3-803e-02f4b8d524a7
2,6a440610-24bc-4581-a747-573374373af0
2,6a4437ee-b538-4e35-87f7-27036306f0c4
2,6a44cb2f-c30c-40db-9791-c9d6bdad1821
3,6a4571ae-76a2-45cf-bf9d-02ffdcb42fba
3,6a4573dc-d1b5-4f25-b733-01b530ee2273
1,6a45fd55-08de-407f-afae-83fa6c676e17
4,6a460e07-93ed-49e4-8e5d-333a55592e62
4,6a474a1d-2499-4b35-8f16-56c6bfe45551
3,6a47579a-528b-41ec-b91d-12883961f9e2
1,6a478956-74ae-424d-94f1-93edab450612
4,6a47bbcd-e119-4cec-8bac-c9d1bd068d5f
3,6a47c0d6-5742-4767-9773-1a5ced01ae0f
3,6a47fbe1-d0e0-4cc1-879e-18528ab1e87f
2,6a491ec9-df9d-4f59-a150-1faf5b7d293f
1,6a495720-e9c2-4603-a853-1295ef609941
1,6a49605d-83cb-444d-a612-a2495f950af8
4,6a498a96-e9c4-4960-b9f6-2e2e8fb3af8d
2,6a4b3d82-d064-4a50-a268-1b3c2450e4a7
1,6a4b856a-171e-447e-a4ea-09de1b7ebb5c
1,6a4c0199-c1f2-465f-b38d-94dc984949cd
3,6a4d18db-60ef-4cc6-8f02-77303992ca88
3,6a4d248c-fc95-4717-8fd6-c601fb7634d9
2,6a4df75f-c40e-466a-a9ab-31e6df6bc940
3,6a4e20bd-9d7d-481c-99d7-a7b20aa564a0
3,6a4e298d-8091-4eb1-b88c-2fae031a76a0
2,6a4ecb91-4e49-4b94-bd91-c1d9ff8dceb0
1,6a4ee8ca-1c5c-4f20-a2fc-10b4d55a6c23
1,6a4fbbb1-3bd9-4333-935b-b55ab7299cfd
3,6a4fdf8b-c47c-4152-a80b-9ce80e5dd03b
2,6a51806b-8bc1-443c-999f-fe9155a01883
4,6a519317-cb1e-4fe3-8080-eaa9aa104451
1,6a51fe95-66ba-486e-9230-27c092e99c62
3,6a5243e5-d280-4132-bf28-ab7d6b150675
1,6a533efa-4964-4db9-b6ef-878ad4cdf547
2,6a534a01-8803-4b95-aea4-8a44f1a3d998
2,6a535c45-63d2-423a-a046-f73b3ce5f459
1,6a53a409-af40-408a-934e-4405d1cf432c
2,6a53df39-a172-466c-b037-afb84b1ecf1e
2,6a5432c9-a8f7-4b4c-80a9-4f22447c0ea5
2,6a5476df-5f40-47f5-8f78-d9d86d8f4812
3,6a5540c0-1caf-4b9f-846c-5729fdbe996a
1,6a563df0-db12-48a4-af30-9afc967c897f
4,6a5693aa-3423-4ee9-9fa9-3899561e9f50
3,6a5693d3-cc7e-4eae-88f2-ba037a32021b
1,6a576ecd-ff53-404a-a464-84f5561a249c
1,6a577cde-ea13-4392-8583-6e9b8bb3100e
2,6a57c52a-8618-4ed5-901f-549bd5f9ba98
3,6a586afe-b4f0-4f60-af42-1b0598c555b6
1,6a59d3fd-84af-4f58-8218-30b87120a3f7
4,6a5adf80-e964-49a2-b4e7-f7e0a1896021
1,6a5c161e-fd4e-4550-9a91-c1739813a4af
1,6a5cd8ed-8c14-4c6d-8e06-dcaa7157efb9
4,6a5d241d-5be0-4e04-9454-04dadec74c12
1,6a5d33c3-9b1b-4aec-8950-34f4bbcb7fe6
3,6a5d7353-1056-48d6-baba-1cfc778c3cdf
4,6a5d8ceb-6d01-48e2-95bd-fb5cb7c6cf2c
1,6a5e0f10-c6e5-4b9a-a14f-1d3db1fcfeb7
3,6a5e1eda-016f-406d-b6cc-520bb9d7c00f
4,6a5e856c-2898-4e35-a80a-a564ceb1904f
2,6a5e9c83-74ca-4116-821f-6f7d2fee2640
2,6a5f3d54-223f-4016-bdaa-4237fe9b3a66
2,6a60e42f-ca8a-4e52-be8f-b1d1888041a0
1,6a615ffb-1a3f-4767-adc4-83e44269dc7e
3,6a61d786-7088-4443-9911-fa722dfec3fc
1,6a61e4ef-747a-4252-b628-3400c21a6abe
2,6a6211b1-2280-4afb-a92e-0096dbca66f1
2,6a6213cf-1322-4522-8073-3daf4e1038e9
2,6a628a9a-c082-417e-bc41-9056e5f79cb7
4,6a62e079-98af-4c6e-a3d2-046e6452e393
4,6a656001-fae7-48ef-9250-23578c7b4c3e
2,6a6574e3-40ba-4ba4-97af-9f120532d06e
2,6a65b5ba-af24-4416-a665-570ee8402a6d
2,6a65d2ed-7b5d-41f4-9c95-744e8ab2f5eb
4,6a6602b7-21f2-4aa7-9d92-14e0e3fcdea5
2,6a66543a-1061-46d1-b0f1-2d2647344c9f
2,6a66d2b9-562a-498a-9fcb-ac3be3a12f9e
4,6a66fcd8-1d30-439c-b655-a7e7438da132
2,6a672262-9c74-4e5c-99ec-b5d8d7836fb0
3,6a672945-b77e-4b67-9874-ae99839c9184
2,6a678071-80b3-4801-909c-18b231d4a889
2,6a67b7d4-dd37-425c-a2e0-0df12c2a9520
3,6a6839ec-87ac-436a-996f-ed19f71bb135
4,6a683d0f-2956-44e1-b8a9-0ea2c156ddf2
1,6a684d24-39eb-4a43-8261-521cd6f51e03
2,6a6932cb-7a5b-46b8-aa07-70627281abb4
3,6a6a369a-859c-40a9-88f3-f123b92531e8
3,6a6a3f15-8e12-428a-893c-a4b1a014e321
3,6a6aaaf2-049b-44f0-84bc-c94a5359a0ac
1,6a6abd7b-ab20-4a34-8cf2-97512d5b8730
1,6a6b0434-8d47-4e68-93b2-55d66b5a5a63
1,6a6b5779-88fa-4114-ad9d-48001320a490
1,6a6d18c0-9f3b-4c5b-8e79-6f9cefa989b5
3,6a6d979a-68d6-4b32-902f-cc291b0caac9
1,6a6dc59b-959e-4f77-b2da-03db0ab6b8bc
3,6a6df847-fef8-4ee0-aa93-fcc3334cd684
4,6a6eaab8-0128-4002-a6db-eb795eb18185
1,6a6ece70-11f9-4448-9db5-a08bdf981457
4,6a6f8571-d4ee-413c-b7dc-48f7b5ec9778
4,6a7002a7-1472-485b-baa7-0deeeee41f1d
1,6a706252-9ac8-4c8a-9cc9-79705cbf053a
4,6a70fea4-a082-44b1-a1f6-b1ae1e72b5ce
1,6a71217d-326b-4969-be20-8516b0dee233
2,6a713bd7-7674-43ec-95fb-ad1a2a18da89
3,6a71604a-4f99-4646-bf67-45e690098446
2,6a7167a3-078a-4a67-ae21-504f5cc35b7d
3,6a71cfb2-da26-409f-88c4-2356a900d876
3,6a72b127-fb8d-4140-979d-ff253631726a
3,6a73253b-9346-48fe-a6a6-02f1f7bb6e14
1,6a732782-14cc-4af3-a14e-4f08b96cc792
1,6a734164-1080-4801-871c-422aaee5a11f
4,6a7424ce-900d-4eda-b4d0-6f353b313bf1
2,6a74696e-f64c-48aa-936e-02d122cd843f
2,6a7568ee-0cbc-45fc-9c8c-2b9a657d40e3
3,6a75e23a-0412-4fd0-9f12-94fd0da79231
4,6a7645a1-05ef-49c0-a4ea-e449c9cf86eb
1,6a76614b-2dd6-4c55-916d-c64490b884cf
1,6a77766e-9876-470d-b863-c25e4540e685
1,6a77bcc9-d4d0-45fc-ac83-9e02b297cfa0
3,6a77df97-5336-42e5-8f2f-3c3a6671c8de
1,6a780c38-1345-45e7-b154-89fd2c7c859e
1,6a798d2f-e539-4721-882d-21e7f5765252
2,6a7a9c8c-f2dd-4bb2-870a-8c3f63e1f11f
4,6a7ade2c-77a5-4588-855e-7b9b5de4c9c7
1,6a7b5df1-712c-46ac-a1b3-fb01f4c353eb
1,6a7b8555-59fa-41dc-a897-1e7b020aa55c
2,6a7b8cd6-188f-4946-933a-e5ae8d2581fc
3,6a7bad2e-bbf9-43e9-8749-12edf8a3bb88
1,6a7c2c0b-2274-4083-bd59-0cc862fab6ae
1,6a7c8d6e-2c1a-498b-8f4a-6c8dc76b27b7
4,6a7d14d6-8ef3-499c-8b59-e7520979c14a
1,6a7e836c-bbef-482b-86a7-8fb19aac63af
2,6a7ea099-d28b-45e7-96a0-2ec6fd7e801b
4,6a7ec3d7-6b78-4335-856d-70e6f1890365
1,6a7f5ba4-1678-49b5-be42-c9db23733fb4
4,6a7fb516-52fa-4713-a37e-f910a24dbaff
3,6a80488a-ccba-41ee-8cfb-912f35abc583
2,6a8115ef-f2e0-46a9-bda5-dcca3a0f1fb6
3,6a81b18e-17b6-49e0-a714-feb26a104e0a
3,6a820b35-dfed-462a-b820-fb713ccdf0ea
3,6a821c85-dca7-4a7e-acae-70dac89fa4e7
2,6a8221c4-592b-47c2-8a8c-68e4e39958bd
1,6a82a4e8-f8f2-4956-ba2e-fceb11e93dcf
1,6a833ffd-f84a-4442-9535-7e0ab614250b
4,6a836253-95f0-46cd-87ed-827fc88cc764
3,6a836f32-3cc2-4432-af0d-9aeb23ae0018
3,6a8408fd-a463-4725-86ee-05f7def31ba9
4,6a8431c1-34b5-47c9-bf92-4b589f3423c8
2,6a84d5fd-0e25-41e8-939e-3a6907ccdbc1
4,6a850bdd-4c02-46e6-92c6-d0b038b2ff3d
2,6a8642a1-129f-47c3-9e74-e0031d6bdad0
2,6a8655e9-9d78-4673-a2b6-91c35adac193
3,6a86baa0-1ee4-4b02-91dd-0ee486a49e6c
2,6a86e0f0-37bf-4010-bb94-b541b01ffc3b
